RANKED SIMILARITIES: 1
29 47 1.7178469626
29 2 1.87693121101
29 6 1.88648578279
29 71 1.88662969459
29 8 1.88663758864
29 49 1.88665261724
29 92 1.88665546276
29 94 1.8866671823
29 27 1.88666794483
29 7 1.88666910054
29 76 1.88668669124
29 32 1.88668669124
29 58 1.88668669124
29 83 1.88668876658
29 90 1.88668906629
29 88 1.88668917613
29 68 1.88669021918
29 57 1.88669048054
29 89 1.88669049624
29 95 1.88669141666
29 63 1.88669208357
29 37 1.88669231184
29 77 1.88669263927
29 96 1.88669265729
29 97 1.88669280059
29 80 1.88669285999
29 20 1.88669336391
29 43 1.88669342245
29 35 1.8866936536
29 46 1.88669388683
29 44 1.88669388683
29 62 1.88669388683
29 30 1.88669388683
29 59 1.88669388683
29 79 1.88669388683
29 33 1.88669388683
29 75 1.88669388683
29 73 1.88669388683
29 74 1.88948346954
29 45 1.89286679997
29 26 1.89595992649
29 61 1.8969973693
29 86 1.90010059746
29 24 1.90138803366
29 70 1.90469376557
29 17 1.90663656395
29 31 1.90713596962
29 18 1.90862138244
29 23 1.91294676133
29 22 1.91340425886
29 42 1.91434430239
29 10 1.92420134686
29 14 1.93246026837
29 93 1.9338660921
29 16 1.93669686488
29 28 1.93933844365
29 54 1.93942531984
29 3 1.93984646985
29 81 1.94123261646
29 84 1.94266706007
29 72 1.94306958068
29 11 1.94757918025
29 66 1.94786548831
29 34 1.95098207934
29 36 1.95160446122
29 41 1.95273553317
29 21 1.95769749601
29 50 1.96292704085
29 69 1.97146382551
29 38 1.97304592123
29 60 1.97370503846
29 39 1.97431528343
29 40 1.98198989339
29 51 1.98367922438
29 25 inf
29 48 inf
29 52 inf
29 53 inf
29 55 inf
29 64 inf
29 67 inf
29 87 inf
RANKED SIMILARITIES: 30
30 10 0.965580940911
30 96 1.35552830321
30 57 1.36172023788
30 42 1.36902679672
30 21 1.37502501731
30 74 1.40167684763
30 81 1.40234532282
30 86 1.40938437182
30 28 1.42568312907
30 39 1.4377354707
30 62 1.45114033931
30 43 1.5114301311
30 80 1.54601573874
30 38 1.55856913111
30 50 1.63153415606
30 84 1.63379182534
30 35 1.69024670181
30 72 1.69209186768
30 90 1.694306313
30 37 1.74143735137
30 78 1.79274411093
30 7 1.79274411093
30 47 1.79274411093
30 97 1.79274411093
30 15 1.79274411093
30 27 1.79274411093
30 63 1.79274411093
30 2 1.79274411093
30 44 1.79274411093
30 6 1.79274411093
30 94 1.79274411093
30 82 1.79274411093
30 91 1.79274411093
30 76 1.79274411093
30 92 1.79274411093
30 32 1.79274411093
30 75 1.79274411093
30 58 1.79274411093
30 83 1.79274411093
30 59 1.79699768461
30 71 1.7983691138
30 95 1.80393944789
30 88 1.80894025241
30 89 1.81467408144
30 77 1.82662991632
30 73 1.84236108036
30 68 1.84296750948
30 33 1.84814110633
30 46 1.85765156255
30 79 1.87152489869
30 65 1.87225345033
30 20 1.88384115624
30 8 1.88476368215
30 49 1.88632183699
30 29 1.88669388683
30 45 1.89286679997
30 85 1.89408025537
30 26 1.89595992649
30 61 1.8969973693
30 24 1.90139512569
30 70 1.90469376557
30 17 1.9066592809
30 31 1.90713596962
30 18 1.90862530259
30 23 1.91294676133
30 22 1.91340425886
30 5 1.92918353559
30 14 1.93246746396
30 93 1.9338660921
30 16 1.93669818898
30 54 1.93942531984
30 3 1.93985162072
30 11 1.94757918025
30 66 1.94786548831
30 34 1.95098207934
30 36 1.95160446122
30 4 1.9521936406
30 41 1.95273644418
30 9 1.95439414956
30 19 1.96688312402
30 12 1.97045928215
30 13 1.9704951578
30 69 1.97146506374
30 56 1.97284666523
30 60 1.97370983902
30 40 1.98198989339
30 51 1.98367922438
30 25 inf
30 48 inf
30 52 inf
30 53 inf
30 55 inf
30 64 inf
30 67 inf
30 87 inf
RANKED SIMILARITIES: 31
31 73 1.29051527043
31 40 1.43978090313
31 79 1.45614971604
31 69 1.48492004884
31 8 1.50023071999
31 89 1.50999212487
31 44 1.51147935527
31 16 1.55959992094
31 14 1.56374806509
31 18 1.5650874756
31 88 1.57848373561
31 83 1.59260620898
31 45 1.59613764998
31 95 1.60100813457
31 68 1.60650481869
31 75 1.61519966599
31 7 1.63171994993
31 54 1.63581790802
31 32 1.64657586385
31 33 1.67282498408
31 3 1.67286528935
31 41 1.68983297692
31 51 1.69075799806
31 34 1.70002426356
31 63 1.70417979045
31 97 1.72212873724
31 37 1.73290362239
31 94 1.75177699268
31 76 1.76804856137
31 20 1.84598544206
31 35 1.84603151698
31 72 1.88175429925
31 12 1.89910187297
31 49 1.90712400398
31 17 1.90713596962
31 86 1.90713596962
31 78 1.90713596962
31 85 1.90713596962
31 43 1.90713596962
31 47 1.90713596962
31 57 1.90713596962
31 90 1.90713596962
31 15 1.90713596962
31 29 1.90713596962
31 62 1.90713596962
31 77 1.90713596962
31 65 1.90713596962
31 96 1.90713596962
31 30 1.90713596962
31 27 1.90713596962
31 80 1.90713596962
31 82 1.90713596962
31 71 1.90713596962
31 46 1.90713596962
31 24 1.90713596962
31 70 1.90713596962
31 2 1.90713596962
31 92 1.90713596962
31 6 1.90713596962
31 59 1.90713596962
31 91 1.90713596962
31 61 1.90713596962
31 26 1.90713596962
31 58 1.90713596962
31 74 1.90713596962
31 23 1.91294676133
31 22 1.91340425886
31 42 1.91434430239
31 10 1.92420526898
31 5 1.92918353559
31 93 1.9338660921
31 28 1.93933844365
31 81 1.94123981205
31 84 1.94267425566
31 66 1.94330537309
31 11 1.94757918025
31 36 1.95160446122
31 4 1.9521936406
31 9 1.95439414956
31 21 1.95769749601
31 50 1.96292783164
31 19 1.96688312402
31 13 1.9704951578
31 56 1.97284666523
31 38 1.97304592123
31 60 1.97370983902
31 39 1.97431528343
31 25 inf
31 48 inf
31 52 inf
31 53 inf
31 55 inf
31 64 inf
31 67 inf
31 87 inf
RANKED SIMILARITIES: 32
32 63 0.555029566767
32 94 0.709152924802
32 89 0.804063727589
32 68 0.91134887738
32 3 0.933201063098
32 83 1.09670661993
32 44 1.20029905478
32 76 1.31133473259
32 7 1.36690468575
32 75 1.40394299113
32 69 1.44870757748
32 97 1.45278075931
32 54 1.4578487162
32 14 1.477446012
32 95 1.4815414348
32 16 1.48571115285
32 8 1.48695024678
32 18 1.51598199576
32 73 1.53918117214
32 88 1.57300794523
32 79 1.5841428733
32 51 1.59931753116
32 45 1.60752494444
32 58 1.60882218642
32 27 1.6088349651
32 78 1.60884076125
32 91 1.60884340904
32 2 1.60884381524
32 6 1.60884381524
32 92 1.60884381524
32 37 1.62093349787
32 31 1.64657586385
32 33 1.64923706026
32 41 1.65720265362
32 82 1.67405559884
32 15 1.68191917906
32 90 1.6852409933
32 80 1.71421975202
32 34 1.74032726953
32 47 1.74631591948
32 72 1.76060614833
32 40 1.76714401983
32 30 1.79274411093
32 59 1.79699768461
32 62 1.79821195991
32 71 1.80017077433
32 57 1.80635504091
32 35 1.80759154955
32 20 1.82284831343
32 77 1.82662866876
32 96 1.84640531394
32 46 1.85786244298
32 43 1.86204124697
32 65 1.87224544573
32 49 1.88632183699
32 29 1.88668669124
32 74 1.88948346954
32 85 1.89408025537
32 26 1.89595992649
32 61 1.8969973693
32 86 1.90010059746
32 24 1.90138803366
32 70 1.90469376557
32 17 1.90665095785
32 23 1.91294676133
32 22 1.91340425886
32 42 1.91434430239
32 12 1.92357556824
32 10 1.92420134686
32 5 1.92917785243
32 93 1.9338660921
32 28 1.93933844365
32 81 1.94123042162
32 84 1.9426520383
32 11 1.94757918025
32 66 1.9478405741
32 36 1.95160446122
32 4 1.9521936406
32 9 1.95439414956
32 21 1.95769749601
32 50 1.96292704085
32 19 1.96688312402
32 13 1.9704951578
32 56 1.97284666523
32 38 1.97304592123
32 60 1.97370503846
32 39 1.97431528343
32 25 inf
32 48 inf
32 52 inf
32 53 inf
32 55 inf
32 64 inf
32 67 inf
32 87 inf
RANKED SIMILARITIES: 33
33 73 1.60468113129
33 88 1.61963658839
33 68 1.62434285897
33 8 1.62503965081
33 89 1.62852403734
33 83 1.63363023801
33 7 1.63941487354
33 44 1.64113487394
33 32 1.64923706026
33 75 1.65317664279
33 95 1.660979916
33 79 1.66328986316
33 63 1.66379601986
33 45 1.67160733719
33 31 1.67282498408
33 97 1.67397984327
33 14 1.71303583048
33 37 1.71602608722
33 54 1.71735224885
33 3 1.71990952851
33 76 1.72129017275
33 18 1.72145700215
33 94 1.74570047169
33 16 1.7461104606
33 34 1.75293755036
33 41 1.75307981672
33 51 1.76523210793
33 35 1.80998036703
33 40 1.81022583905
33 69 1.82539543409
33 20 1.82564896928
33 78 1.84814110633
33 27 1.84814110633
33 71 1.84814110633
33 2 1.84814110633
33 6 1.84814110633
33 59 1.84814110633
33 92 1.84814110633
33 91 1.84814110633
33 47 1.84814110633
33 57 1.84814110633
33 77 1.84814110633
33 15 1.84814110633
33 90 1.84814110633
33 58 1.84814110633
33 62 1.84814110633
33 82 1.84814110633
33 96 1.84814110633
33 30 1.84814110633
33 80 1.84814110633
33 46 1.85786244298
33 43 1.86204171134
33 65 1.87225345033
33 49 1.88632183699
33 29 1.88669388683
33 74 1.88948362644
33 72 1.89112739853
33 85 1.89408025537
33 26 1.89595992649
33 61 1.8969973693
33 86 1.90010334427
33 24 1.90139512569
33 70 1.90469376557
33 17 1.9066592809
33 23 1.91294676133
33 22 1.91340425886
33 42 1.91434430239
33 12 1.92340553307
33 10 1.92420526898
33 5 1.92918353559
33 93 1.9338660921
33 28 1.93933844365
33 81 1.94123981205
33 84 1.94267425566
33 66 1.94349517032
33 11 1.94757918025
33 36 1.95160446122
33 4 1.9521936406
33 9 1.95439414956
33 21 1.95769749601
33 50 1.96292783164
33 19 1.96688312402
33 13 1.9704951578
33 56 1.97284666523
33 38 1.97304592123
33 60 1.97370983902
33 39 1.97431528343
33 25 inf
33 48 inf
33 52 inf
33 53 inf
33 55 inf
33 64 inf
33 67 inf
33 87 inf
RANKED SIMILARITIES: 34
34 79 0.82306098692
34 8 1.4449100203
34 76 1.55962035806
34 16 1.59438941028
34 54 1.6445316912
34 73 1.65450547553
34 14 1.66575543072
34 89 1.6689244861
34 83 1.66978384471
34 7 1.68233709377
34 95 1.68737259236
34 44 1.68843735899
34 37 1.69375886106
34 75 1.69776212185
34 31 1.70002426356
34 18 1.70404758612
34 3 1.70873103238
34 45 1.72610169971
34 68 1.72901450265
34 88 1.73498201339
34 41 1.7378040063
34 32 1.74032726953
34 40 1.74994679128
34 33 1.75293755036
34 69 1.76797539061
34 63 1.77228735808
34 51 1.77308470037
34 97 1.78461258533
34 94 1.80018922772
34 20 1.89124636408
34 72 1.89474345969
34 35 1.90034161029
34 12 1.90499800929
34 66 1.9509777976
34 17 1.95098207934
34 78 1.95098207934
34 86 1.95098207934
34 43 1.95098207934
34 85 1.95098207934
34 57 1.95098207934
34 47 1.95098207934
34 84 1.95098207934
34 22 1.95098207934
34 90 1.95098207934
34 24 1.95098207934
34 15 1.95098207934
34 71 1.95098207934
34 27 1.95098207934
34 28 1.95098207934
34 46 1.95098207934
34 77 1.95098207934
34 29 1.95098207934
34 6 1.95098207934
34 59 1.95098207934
34 62 1.95098207934
34 70 1.95098207934
34 93 1.95098207934
34 81 1.95098207934
34 2 1.95098207934
34 11 1.95098207934
34 61 1.95098207934
34 96 1.95098207934
34 65 1.95098207934
34 92 1.95098207934
34 5 1.95098207934
34 10 1.95098207934
34 30 1.95098207934
34 82 1.95098207934
34 26 1.95098207934
34 80 1.95098207934
34 91 1.95098207934
34 42 1.95098207934
34 58 1.95098207934
34 23 1.95098207934
34 49 1.95098207934
34 74 1.95098207934
34 36 1.95160446122
34 4 1.9521936406
34 9 1.95439414956
34 21 1.95769749601
34 50 1.96292783164
34 19 1.96688312402
34 13 1.9704951578
34 56 1.97284666523
34 38 1.97304592123
34 60 1.97370983902
34 39 1.97431528343
34 25 inf
34 48 inf
34 52 inf
34 53 inf
34 55 inf
34 64 inf
34 67 inf
34 87 inf
RANKED SIMILARITIES: 35
35 22 1.39590562623
35 59 1.41681241795
35 61 1.43921354317
35 20 1.44706925305
35 26 1.46202004642
35 88 1.47631003071
35 49 1.48561143329
35 11 1.52678500865
35 71 1.5289559813
35 36 1.54701064031
35 17 1.54857183193
35 46 1.54953586606
35 92 1.58137332708
35 96 1.59136323749
35 62 1.59140461408
35 38 1.61389257199
35 77 1.6178536058
35 72 1.62073722923
35 57 1.62562818396
35 23 1.62597713733
35 42 1.63418221904
35 84 1.63655072058
35 81 1.65386382404
35 50 1.66567225199
35 80 1.66603683589
35 74 1.66829581534
35 27 1.6739980826
35 86 1.67449218559
35 10 1.68829309115
35 30 1.69024670181
35 66 1.69795279438
35 43 1.7071875777
35 90 1.70881087254
35 37 1.71115983717
35 39 1.71268630094
35 70 1.73344893203
35 58 1.74600108015
35 28 1.75172187536
35 21 1.76221641126
35 24 1.76305921899
35 76 1.78577285145
35 89 1.78701015503
35 73 1.78912147989
35 97 1.79003690311
35 68 1.79227197582
35 93 1.79646103531
35 94 1.8000561657
35 83 1.80109981469
35 63 1.80345125281
35 75 1.80610836196
35 44 1.80634522968
35 32 1.80759154955
35 7 1.80881555033
35 33 1.80998036703
35 95 1.81343809659
35 8 1.81651394993
35 40 1.8178801314
35 79 1.81844681649
35 3 1.82473665031
35 45 1.82635375651
35 31 1.84603151698
35 14 1.85669876996
35 18 1.8625614771
35 2 1.86490570049
35 78 1.86570836918
35 15 1.86570836918
35 91 1.86570836918
35 47 1.8657086024
35 6 1.8657086024
35 82 1.8657086024
35 65 1.8722532171
35 16 1.88167557323
35 54 1.88605669642
35 29 1.8866936536
35 60 1.88997664184
35 85 1.89406409479
35 51 1.89616363948
35 34 1.90034161029
35 69 1.91170350605
35 41 1.91371852494
35 5 1.92918330237
35 12 1.94008641374
35 4 1.95206210369
35 9 1.95439414956
35 19 1.96688312402
35 13 1.9704951578
35 56 1.97284666523
35 25 inf
35 48 inf
35 52 inf
35 53 inf
35 55 inf
35 64 inf
35 67 inf
35 87 inf
RANKED SIMILARITIES: 36
36 66 0.793833484526
36 23 1.35546898682
36 22 1.44513499051
36 49 1.49921935763
36 35 1.54701064031
36 17 1.57009888178
36 11 1.58670899341
36 20 1.61558109246
36 59 1.61695955056
36 92 1.61786170906
36 46 1.62844605568
36 71 1.63392755642
36 61 1.64910837044
36 77 1.65534495636
36 26 1.69919487788
36 27 1.74180539986
36 70 1.74271012165
36 58 1.75877115614
36 93 1.76928168427
36 24 1.7843194217
36 40 1.8129759556
36 60 1.88145840979
36 3 1.91247682182
36 76 1.92120432806
36 80 1.94596060501
36 97 1.94751001121
36 2 1.95080155931
36 89 1.95142006563
36 94 1.95157526916
36 85 1.95158830064
36 78 1.95160446122
36 86 1.95160446122
36 54 1.95160446122
36 16 1.95160446122
36 7 1.95160446122
36 43 1.95160446122
36 68 1.95160446122
36 14 1.95160446122
36 57 1.95160446122
36 47 1.95160446122
36 84 1.95160446122
36 15 1.95160446122
36 29 1.95160446122
36 31 1.95160446122
36 37 1.95160446122
36 91 1.95160446122
36 28 1.95160446122
36 88 1.95160446122
36 90 1.95160446122
36 95 1.95160446122
36 18 1.95160446122
36 81 1.95160446122
36 6 1.95160446122
36 62 1.95160446122
36 79 1.95160446122
36 96 1.95160446122
36 5 1.95160446122
36 30 1.95160446122
36 33 1.95160446122
36 44 1.95160446122
36 65 1.95160446122
36 82 1.95160446122
36 10 1.95160446122
36 32 1.95160446122
36 45 1.95160446122
36 72 1.95160446122
36 34 1.95160446122
36 42 1.95160446122
36 75 1.95160446122
36 73 1.95160446122
36 8 1.95160446122
36 63 1.95160446122
36 83 1.95160446122
36 74 1.95160446122
36 4 1.95206210369
36 41 1.95273644418
36 9 1.95439414956
36 21 1.95769749601
36 50 1.96292783164
36 19 1.96688312402
36 12 1.97045928215
36 13 1.9704951578
36 69 1.97142255129
36 56 1.97284666523
36 38 1.97304592123
36 39 1.97431528343
36 51 1.98367922438
36 25 inf
36 48 inf
36 52 inf
36 53 inf
36 55 inf
36 64 inf
36 67 inf
36 87 inf
RANKED SIMILARITIES: 37
37 16 1.09061885548
37 79 1.53835948949
37 73 1.59118992751
37 8 1.59521648805
37 75 1.61450097079
37 32 1.62093349787
37 76 1.62696306731
37 83 1.62980584444
37 89 1.64233185234
37 7 1.65087614614
37 68 1.65878897633
37 63 1.66457596311
37 54 1.66988863678
37 14 1.67241987985
37 95 1.67471918494
37 44 1.68158651852
37 97 1.68368767452
37 34 1.69375886106
37 88 1.69441493423
37 96 1.70692673464
37 35 1.71115983717
37 94 1.71510608924
37 45 1.71555442931
37 33 1.71602608722
37 18 1.71758441987
37 3 1.71779073931
37 43 1.72856906586
37 31 1.73290362239
37 62 1.73705646896
37 57 1.74019379998
37 30 1.74143735137
37 72 1.74698201438
37 80 1.74743361034
37 86 1.76085541785
37 74 1.77430555566
37 69 1.78494103523
37 84 1.79133091124
37 41 1.79541047787
37 51 1.79770764285
37 42 1.79796594077
37 90 1.80021963338
37 10 1.80196221767
37 40 1.80723702057
37 20 1.82230132047
37 21 1.82533453121
37 81 1.82649254217
37 28 1.8276237674
37 39 1.83070293416
37 50 1.8323062694
37 38 1.83336640101
37 71 1.866286448
37 46 1.86789129665
37 78 1.8681006021
37 27 1.8681006021
37 58 1.8681006021
37 15 1.86810087285
37 77 1.86810092953
37 91 1.86810177088
37 47 1.86810217709
37 6 1.86810217709
37 59 1.86810217709
37 2 1.86810217709
37 92 1.86810217709
37 82 1.86810217709
37 65 1.87225187534
37 49 1.88632183699
37 29 1.88669231184
37 85 1.89408025537
37 26 1.89595992649
37 61 1.8969973693
37 24 1.9013935507
37 70 1.90469376557
37 17 1.90665770592
37 23 1.91294676133
37 22 1.91340425886
37 12 1.92391336207
37 5 1.92918196061
37 93 1.9338660921
37 66 1.94691316869
37 11 1.94757918025
37 36 1.95160446122
37 4 1.9521936406
37 9 1.95439414956
37 19 1.96688312402
37 13 1.9704951578
37 56 1.97284666523
37 60 1.97370826404
37 25 inf
37 48 inf
37 52 inf
37 53 inf
37 55 inf
37 64 inf
37 67 inf
37 87 inf
RANKED SIMILARITIES: 38
38 81 1.06102052456
38 50 1.29544856429
38 96 1.33397397243
38 84 1.39151172363
38 57 1.4132154772
38 74 1.41852579812
38 21 1.42213219908
38 86 1.43039762676
38 39 1.44705005614
38 62 1.45943657304
38 10 1.47637994515
38 72 1.49446907246
38 42 1.49776075521
38 28 1.52499134727
38 43 1.55033725949
38 30 1.55856913111
38 35 1.61389257199
38 80 1.64173424774
38 90 1.77843198079
38 37 1.83336640101
38 71 1.97123176713
38 46 1.9728350408
38 17 1.97304592123
38 78 1.97304592123
38 7 1.97304592123
38 85 1.97304592123
38 16 1.97304592123
38 47 1.97304592123
38 66 1.97304592123
38 68 1.97304592123
38 14 1.97304592123
38 54 1.97304592123
38 97 1.97304592123
38 22 1.97304592123
38 95 1.97304592123
38 27 1.97304592123
38 15 1.97304592123
38 93 1.97304592123
38 24 1.97304592123
38 31 1.97304592123
38 70 1.97304592123
38 77 1.97304592123
38 3 1.97304592123
38 13 1.97304592123
38 63 1.97304592123
38 89 1.97304592123
38 18 1.97304592123
38 36 1.97304592123
38 44 1.97304592123
38 6 1.97304592123
38 11 1.97304592123
38 29 1.97304592123
38 2 1.97304592123
38 59 1.97304592123
38 61 1.97304592123
38 79 1.97304592123
38 88 1.97304592123
38 94 1.97304592123
38 20 1.97304592123
38 92 1.97304592123
38 45 1.97304592123
38 56 1.97304592123
38 69 1.97304592123
38 76 1.97304592123
38 4 1.97304592123
38 9 1.97304592123
38 41 1.97304592123
38 82 1.97304592123
38 91 1.97304592123
38 32 1.97304592123
38 65 1.97304592123
38 5 1.97304592123
38 19 1.97304592123
38 34 1.97304592123
38 75 1.97304592123
38 12 1.97304592123
38 26 1.97304592123
38 33 1.97304592123
38 8 1.97304592123
38 73 1.97304592123
38 58 1.97304592123
38 83 1.97304592123
38 23 1.97304592123
38 49 1.97304592123
38 60 1.97370983902
38 40 1.98198989339
38 51 1.98367922438
38 25 inf
38 48 inf
38 52 inf
38 53 inf
38 55 inf
38 64 inf
38 67 inf
38 87 inf
RANKED SIMILARITIES: 39
39 96 1.37693917242
39 81 1.41562133101
39 30 1.4377354707
39 10 1.43950609007
39 38 1.44705005614
39 21 1.45141889026
39 86 1.46826347379
39 57 1.47462300443
39 28 1.49192054921
39 74 1.51598417127
39 50 1.53813882415
39 84 1.54878404979
39 62 1.54960686301
39 42 1.5673555639
39 43 1.61004704411
39 72 1.6282992634
39 80 1.68975587677
39 35 1.71268630094
39 90 1.79854601407
39 37 1.83070293416
39 71 1.97250112933
39 46 1.974104403
39 17 1.97431528343
39 78 1.97431528343
39 7 1.97431528343
39 16 1.97431528343
39 66 1.97431528343
39 68 1.97431528343
39 85 1.97431528343
39 14 1.97431528343
39 54 1.97431528343
39 97 1.97431528343
39 47 1.97431528343
39 27 1.97431528343
39 22 1.97431528343
39 93 1.97431528343
39 95 1.97431528343
39 15 1.97431528343
39 24 1.97431528343
39 31 1.97431528343
39 63 1.97431528343
39 89 1.97431528343
39 3 1.97431528343
39 18 1.97431528343
39 44 1.97431528343
39 6 1.97431528343
39 70 1.97431528343
39 77 1.97431528343
39 11 1.97431528343
39 59 1.97431528343
39 79 1.97431528343
39 88 1.97431528343
39 94 1.97431528343
39 36 1.97431528343
39 61 1.97431528343
39 2 1.97431528343
39 13 1.97431528343
39 69 1.97431528343
39 29 1.97431528343
39 65 1.97431528343
39 76 1.97431528343
39 20 1.97431528343
39 32 1.97431528343
39 34 1.97431528343
39 60 1.97431528343
39 75 1.97431528343
39 82 1.97431528343
39 92 1.97431528343
39 4 1.97431528343
39 12 1.97431528343
39 41 1.97431528343
39 91 1.97431528343
39 26 1.97431528343
39 33 1.97431528343
39 45 1.97431528343
39 8 1.97431528343
39 56 1.97431528343
39 73 1.97431528343
39 9 1.97431528343
39 5 1.97431528343
39 19 1.97431528343
39 58 1.97431528343
39 83 1.97431528343
39 23 1.97431528343
39 49 1.97431528343
39 40 1.98198989339
39 51 1.98367922438
39 25 inf
39 48 inf
39 52 inf
39 53 inf
39 55 inf
39 64 inf
39 67 inf
39 87 inf
RANKED SIMILARITIES: 40
40 69 1.25389908454
40 31 1.43978090313
40 73 1.48007983966
40 59 1.61778294151
40 79 1.61892817716
40 58 1.62831708145
40 16 1.64215803446
40 18 1.643036146
40 44 1.65774654972
40 8 1.66523609709
40 89 1.66551210331
40 83 1.6722816834
40 3 1.67245140476
40 14 1.68812140007
40 75 1.69817460065
40 45 1.70228771854
40 27 1.72684141989
40 54 1.73120571733
40 88 1.73122843406
40 95 1.73473936409
40 20 1.73747168854
40 11 1.74190763226
40 51 1.74197341603
40 34 1.74994679128
40 68 1.76295576564
40 32 1.76714401983
40 41 1.77450886629
40 7 1.78259275491
40 61 1.79047224118
40 63 1.79693753437
40 92 1.79761686395
40 37 1.80723702057
40 33 1.81022583905
40 46 1.8105251102
40 71 1.81109748774
40 66 1.81136686342
40 36 1.8129759556
40 35 1.8178801314
40 49 1.82034959742
40 94 1.82369701444
40 76 1.82382656821
40 97 1.82566258761
40 23 1.84840017308
40 26 1.85605880502
40 70 1.86284403671
40 77 1.87528944276
40 12 1.87771623604
40 22 1.87781604516
40 17 1.88253418534
40 24 1.8833084839
40 93 1.89743600544
40 72 1.93408555933
40 60 1.95637230394
40 80 1.97634603718
40 2 1.98118699147
40 4 1.98185835648
40 85 1.98197373281
40 78 1.98198989339
40 86 1.98198989339
40 43 1.98198989339
40 47 1.98198989339
40 57 1.98198989339
40 84 1.98198989339
40 90 1.98198989339
40 13 1.98198989339
40 15 1.98198989339
40 39 1.98198989339
40 6 1.98198989339
40 29 1.98198989339
40 38 1.98198989339
40 28 1.98198989339
40 62 1.98198989339
40 50 1.98198989339
40 81 1.98198989339
40 56 1.98198989339
40 65 1.98198989339
40 9 1.98198989339
40 19 1.98198989339
40 96 1.98198989339
40 30 1.98198989339
40 5 1.98198989339
40 10 1.98198989339
40 82 1.98198989339
40 91 1.98198989339
40 21 1.98198989339
40 42 1.98198989339
40 74 1.98198989339
40 25 inf
40 48 inf
40 52 inf
40 53 inf
40 55 inf
40 64 inf
40 67 inf
40 87 inf
RANKED SIMILARITIES: 41
41 8 1.53749263882
41 89 1.54329124657
41 44 1.5437713922
41 14 1.54378054018
41 54 1.54553274859
41 7 1.55385434476
41 16 1.5672884112
41 18 1.57513408576
41 95 1.58205901169
41 75 1.58684373103
41 83 1.60664970074
41 51 1.6067900618
41 68 1.63000216832
41 32 1.65720265362
41 79 1.67370848919
41 73 1.68630990757
41 31 1.68983297692
41 34 1.7378040063
41 3 1.74603153566
41 88 1.74903761113
41 33 1.75307981672
41 45 1.76010272279
41 40 1.77450886629
41 63 1.79339357071
41 37 1.79541047787
41 97 1.80515829933
41 69 1.80745593964
41 94 1.82963603092
41 76 1.83313229917
41 20 1.89656917345
41 72 1.90370465869
41 12 1.90485897352
41 35 1.91371852494
41 66 1.95273287606
41 17 1.95273553317
41 78 1.95273553317
41 86 1.95273553317
41 57 1.95273553317
41 27 1.95273553317
41 15 1.95273553317
41 24 1.95273553317
41 84 1.95273553317
41 29 1.95273553317
41 71 1.95273553317
41 77 1.95273553317
41 90 1.95273553317
41 81 1.95273553317
41 96 1.95273553317
41 5 1.95273553317
41 10 1.95273553317
41 65 1.95273553317
41 80 1.95273553317
41 58 1.95273553317
41 43 1.9527359798
41 91 1.95273603798
41 74 1.95273628728
41 85 1.95273644418
41 47 1.95273644418
41 70 1.95273644418
41 46 1.95273644418
41 2 1.95273644418
41 6 1.95273644418
41 93 1.95273644418
41 11 1.95273644418
41 59 1.95273644418
41 22 1.95273644418
41 28 1.95273644418
41 36 1.95273644418
41 62 1.95273644418
41 4 1.95273644418
41 30 1.95273644418
41 61 1.95273644418
41 82 1.95273644418
41 92 1.95273644418
41 26 1.95273644418
41 49 1.95273644418
41 42 1.95273644418
41 23 1.95273644418
41 9 1.95439414956
41 21 1.95769749601
41 50 1.96292704085
41 19 1.96688312402
41 13 1.9704951578
41 56 1.97284666523
41 38 1.97304592123
41 60 1.973708928
41 39 1.97431528343
41 25 inf
41 48 inf
41 52 inf
41 53 inf
41 55 inf
41 64 inf
41 67 inf
41 87 inf
RANKED SIMILARITIES: 42
42 30 1.36902679672
42 96 1.48407842639
42 62 1.49251376108
42 38 1.49776075521
42 50 1.49787763021
42 84 1.50983575997
42 81 1.51237017215
42 10 1.53382051257
42 57 1.54741213694
42 86 1.56049267819
42 39 1.5673555639
42 72 1.57260038941
42 21 1.58706891109
42 74 1.5989104339
42 43 1.60520390609
42 28 1.61222518508
42 80 1.62701773124
42 35 1.63418221904
42 90 1.76640277359
42 37 1.79796594077
42 71 1.91253014828
42 46 1.91413342195
42 17 1.91434430239
42 78 1.91434430239
42 7 1.91434430239
42 85 1.91434430239
42 22 1.91434430239
42 47 1.91434430239
42 68 1.91434430239
42 15 1.91434430239
42 95 1.91434430239
42 97 1.91434430239
42 77 1.91434430239
42 27 1.91434430239
42 29 1.91434430239
42 24 1.91434430239
42 31 1.91434430239
42 70 1.91434430239
42 18 1.91434430239
42 63 1.91434430239
42 89 1.91434430239
42 44 1.91434430239
42 2 1.91434430239
42 6 1.91434430239
42 65 1.91434430239
42 88 1.91434430239
42 91 1.91434430239
42 20 1.91434430239
42 59 1.91434430239
42 61 1.91434430239
42 79 1.91434430239
42 82 1.91434430239
42 92 1.91434430239
42 94 1.91434430239
42 45 1.91434430239
42 76 1.91434430239
42 32 1.91434430239
42 75 1.91434430239
42 26 1.91434430239
42 73 1.91434430239
42 8 1.91434430239
42 33 1.91434430239
42 58 1.91434430239
42 23 1.91434430239
42 49 1.91434430239
42 83 1.91434430239
42 5 1.92918353559
42 14 1.93246746396
